name,phone,address,website,rating,user_ratings_total
"AKOĞULLARI EMLAK&OTOMOTİV","0532 748 21 37","AKOĞULLARI EMLAK, ALANYURT YENİ MAH. MERKEZ CAMİ ALTI DÜKKANLARI, İnegöl","",5,4
"ULAŞ EMLAK GAYRİMENKUL & DANIŞMANLIK İNEGÖL","0531 733 49 16","Yeni, Hamzabey Cd. No:20, İnegöl","https://ulasemlakinegol.sahibinden.com/emlak",5,5
"BİLGE EMLAK","(0224) 712 19 54","Sinanbey, Hekimzade Sk. No:3, İnegöl","",3,1
"Kerim Emlak Müşavirliği","0531 784 08 10","Kemalpaşa, Mahmut Esat Bey Cd. No:167, İnegöl","http://www.kerimemlakinegol.com/",5,1
"ARSLAN EMLAK & İNŞAAT","0544 880 61 49","Sinanbey, Murat Cd. no:4/B, İnegöl","https://arslaninsaatemlak.sahibinden.com/",4.5,10
"DEMİRCİ GAYRİMENKUL","0543 735 55 67","Sinan Bey Mahallesi Yeni Şehir Caddesin, Nazif Sk. No:9, İnegöl","",5,36
"EAST REAL ESTATE","0533 541 41 03","Kemalpaşa, Mahmut Esat Bey Cd. no:77, İnegöl","http://dogu.sahibinden.com/",4.2,5
"Başyiğit İnşaat Emlak Alım Satım","0533 364 24 69","Cumhuriyet, Atılgan sokak no 61A, İnegöl","https://basyigitinsaatemlakmerkez.sahibinden.com/",4.4,13
"Anadolu Emlak","0532 223 08 67","Adnan Menderes Bulvarı, Kemalpaşa, Hoşgörü Sk. No:2/A, İnegöl","",3,4
"Dialog Tan Gayrimenkul","(0224) 777 02 77","Hamidiye, Park Cd. 1 A, İnegöl","",4.5,8
"SEZGİN YAVUZ GAYRİMENKUL DANIŞMANLIĞI","0532 204 06 95","Yenice, Kasım Efendi Cd. No:35/A, İnegöl","",5,8
"Nakit Emlak GAYRİMENKUL","","Sinanbey, Zafer Cd. No:78/A, İnegöl","http://www.nakitemlak.sahibinden.com/",4.6,20
"BERA Gayrimenkul ®","0535 100 40 25","BERA Emlak Kurumsal Gayrimenkul Danışmanlık Şirketi, Emlak Dükkanı /Emlakçı /Sahinden.com, Sinanbey, Murat Cd. No:17 A, İnegöl","https://beragayrimenkulinegol.sahibinden.com/emlak",5,2
"Realty World Onur Gayrimenkul","0543 309 87 15","Kemalpaşa, Yeşilçayır Cd. NO:79/A, İnegöl","http://www.realtyworldonurgayrimenkul.com/",4.4,16
"İNEGÖL DOBİCELL EMLAK MÜŞAVİRLİĞİ OFİSİ","0536 351 91 05","Turgutalp, İsmail Hakkı Timur Sk. NO:16/A, İnegöl","http://www.dobicell.com.tr/",5,4
"Final Emlak","0536 355 48 28","Kemalpaşa, Mutlu Sk. No:6, İnegöl","","",""
"Akgün İnşaat & Emlak","0507 591 13 13","OSMANİYE mah Merkez sok, Osmaniye, Yeşil Köprü Sk. No:16B, İnegöl","https://akguninsaatemlak.com/",4.5,4
"LİDER GYO","0532 581 11 65","Cuma, Ali Hatipoğlu Sk. No: 37/B, İnegöl","",3,2
"Asrın Gayrimenkul","0536 636 37 36","Hamidiye, Özkonak Sk No:2, İnegöl","",5,4
"Şeref Gayrimenkul","0533 518 73 57","Kemalpaşa, Adnan Menderes Blv. 73/A, İnegöl","http://www.serefgayrimenkul.com/",4.8,20
"Serra Piliç Ṣenol Emlak","","Osmaniye, Mehmet Akyolu Cd. No:11, İnegöl","",5,2
"ELMAS EMLAK","0507 961 51 21","Sinanbey, Sinan Sk. NO 5, İnegöl","","",""
"Er Emlak Gayrimenkul","","Kemalpaşa, Orta Okul Sk., İnegöl","",5,1
"Şenol Emlak","(0224) 712 33 31","Osmaniye, Dere Sk. NO: 27/C, İnegöl","",3.5,4
"İNEGÖL EMLAK OFİSİ","0541 711 88 48","Sinanbey, Lütfiye Sk. 4/a, İnegöl","https://shbd.io/s/b1QIfyoA",5,4
"İNEGÖL ÇELİK EMLAK LTD.ŞTİ.","","Osmaniye, Mehmet Akyolu Cd. No:3, İnegöl","",5,1
"Kahveci Inşaat-Emlak","","Kemalpaşa, İnegöl","",5,1
"Dua Emlak ve Otomotiv","0533 077 55 72","Burhaniye, Şht. Er Turan Culfa Sk. No:08/A, İnegöl","",5,1
"Prestijler Gayrimenkul Emlak Dan. A.Ş","0536 654 35 24","Osmaniye, Ahmet akyollu cad No: 7/3, İnegöl","","",""
"PARADA GAYRİMENKUL","0537 953 90 00","Burhaniye, Ali Çilek Sk No:3/A, İnegöl","http://www.paradagayrimenkul.com/",5,6
"İKLİM EMLAK GAYRİMENKUL DANIŞMANLIĞI","0533 644 38 08","Mahmudiye, Suyolu Cd. No:105 / B, İnegöl","",5,1
"ROMA GAYRİMENKUL","(0224) 777 00 49","Alanyurt, Akpınar Cd., İnegöl","",5,2
"ÇMS EMLAK & GAYRİMENKUL","","Osmaniye, Dere Sk. No:13, İnegöl","",5,1
"Emlak Seden","","Turgutalp, Büyükdere Sk. No:20, İnegöl","",4.7,3
"SAFİR EMLAK İNEGÖL","0539 643 60 43","Cuma, Hal Yanı Sk. No:8/1, İnegöl","http://www.safiremlakgd.com/",5,6
"Inegöl Hizmet Emlak","","Turgutalp, Mahmut Esat Bey Cd. No:96, İnegöl","",5,1
"Karalar Emlak Ofisi","","Akhisar, Karalar Yolu Sk No:5, İnegöl","",5,2
"Ay-Taş Gayrimenkul","0537 300 29 55","Osmaniye, Atalar Sk. No: 7 D:11, İnegöl","",4.9,7
"Aslanbay Emlak","","Akhisar, Fatih Cd. No:43, İnegöl","",5,1
"Gözde Emlak","","Sinanbey, Nuri Doğrul Cd. 47A, İnegöl","",5,1
"Erbey Emlak Ofisi","","Cuma, Nuri Doğrul Cd. No:44, İnegöl","",3.7,3
"Nish Broker Gayrimenkul – İnegöl Eşyalı Kiralık Daire","0532 730 14 60","yeni mahalle,alanyurt yeni mahalle merkez camii,5, İnegöl","https://www.instagram.com/nishbroker",4.9,76
"PLATİN GAYRİMENKUL","0536 435 30 40","eski, Ankara Cd. No:4 D:B, İnegöl","",5,2
"DERMU GAYRIMENKUL","","Osmaniye, Mehmet Akyolu Cd. No:5, İnegöl","https://dermuemlakinsaat.sahibinden.com/",5,3
"Asil Uzunkaya Emlak Ofisi Limited Şirketi","(0224) 513 00 23","Eşref Dinçer Mahallesi Dere Sk Asilhan iş merkezi, No:3/D, Gemli̇k","http://www.asiluzunkaya.com/",5,383
"Century21 Cius Gayrimenkul","0532 209 76 29","Eşref Dinçer, Irmak Sk. No:129/A, Gemli̇k","https://ciusgayrimenkul.com/",5,365
"Gemlikte emlakçı forum emlak","(0224) 513 42 36","Hamidiye, İstiklal Cd. 30/1, Gemli̇k","",4.6,11
"Yalçın ve Aykut Emlak ve Gayrimenkul Danışmanlığı","0541 517 40 00","Eşref Dinçer, Eski Pazar Cd. No:76, Gemli̇k","",5,14
"Realtors Rafet","(0224) 513 09 69","Hamidiye, İstiklal Cd. No:15/1, Gemli̇k","",3.6,12
"Enes Emlak ve Gayrimenkul Dekorasyon Ofisi","0537 702 03 79","ŞEHİT İDRİS BÜYÜK DÖNMEZ CAD. NO 19/B, Gemli̇k","",4.2,5
"EYLÜL GAYRİMENKUL DANIŞMANLIK ve EMLAK OFİSİ","0534 526 32 19","İbrahim Akit Caddesi No:3 Şirin Plaza, Gemli̇k","https://eylulgayrimenkulgemlik.sahibinden.com/",5,2
"Saim Gencay Gayrimenkul","0531 400 70 00","Orhaniye, Şaşırtmak Sokak No:2, Gemli̇k","",5,4
"TEZEL EMLAK","0536 961 14 94","Av özgür Aksoy cad, Kayhan, 4.seç sitesi 58/A, Gemli̇k","",5,2
"DOKTOR EMLAK GAYRİMENKUL DANIŞMANLIĞI","(0224) 514 40 41","Hamidiye, Orhangazi Cd. 119 A, Gemli̇k","",5,2
"CANAN GAYRİMENKUL Emlak Bürosu Realtors","0554 119 65 18","Eşref Dinçer Mah. 1. Güneş Sk. No:12/B, Eşref Dinçer, 1.Gunes SK 12/B PK.16600, Gemli̇k","",2.3,3
"Yumru Emlak","0545 248 51 39","Mahallesi, Dr. Ziya Kaya, Ilıca Cd. No:23, Gemli̇k","",4.5,2
"Gemlik emlak Mahir Onay Gayrimenkul","(0224) 517 28 28","Dr. Ziya Kaya, Orhangazi Cd. No:54 D:1, Gemli̇k","http://www.mahironaygayrimenkul.com/",4.3,16
"Gemlik Net Emlak","0532 542 98 08","Demirsubaşı, Mesudiye Sk. 6B, Gemli̇k","",5,3
"GÜNER EMLAK","0537 389 43 71","Güner emlak, Umurbey, Gemli̇k","",4,5
"Hayri Emlak","0532 436 68 73","Hamidiye, kuvayi milliye caddesi no 18 /1A, Gemli̇k","",5,4
"GEMLİK PRESTİJ EMLAK & GAYRİMENKUL","0532 455 16 31","Demirsubaşı, Şht. Mustafa Sk. no7/B, Gemli̇k","",5,2
"Pir Ticaret Emlak ve Gayrimenkul Danışmanlığı","0536 279 95 62","Demirsubaşı, Avukat Özgür Aksoy Cd. no:21, Gemli̇k","",5,2
"AS EMLAK İNŞAAT","(0224) 513 40 81","Hamidiye, Kumsal Sk. No:9/A, Gemli̇k","http://www.asemlakbursa.com/",4.2,20
"Tuğra Emlak","(0224) 514 43 32","Eşref Dinçer, Irmak Sk. 173/A, Gemli̇k","",5,2
"ES KARADENİZ GAYRİMENKUL","0541 882 71 61","AHMET SÜREN MEYDANI, Osmaniye, Eski Pazar Cd. NO:55/A, Gemli̇k","",5,1
"Venn Gayrimenkul","0532 699 59 16","Cihatlı, Sokak No:215 C10, Gemli̇k","https://www.venngm.com/",5,9
"Acar Royal Emlak","0532 419 83 85","Hamidiye, Orhangazi Cd. No:167, Gemli̇k","",5,5
"Umurbey Emlak","(0224) 514 15 75","Dr. Ziya Kaya, Fatih Cd. Karalar Apt. D:57, Gemlik/Gemli̇k","https://umurbeyemlak.sahibinden.com/",5,1
"Ozan Bayır - Gayrimenkul Danışmanı","0536 033 16 37","Hamidiye, Irmak Sk. No:110, Gemli̇k","",5,15
"Ballandı Emlak Danışmanlığı","0543 839 33 36","Demirsubaşı Mahallesi Semerciler Yokuşu Sokak No:25, Gemli̇k","",5,1
"Buğra Danışmanlık Gayrimenkul","0532 416 58 81","Demirsubaşı, 1 Nolu Caddesi No:9, Gemlik/Gemli̇k","https://bugraemlakgayrimenkul.sahibinden.com/satilik-daire?sorting=price_asc",5,1
"ALPASLAN emlak","0535 734 93 61","Dr. Ziya Kaya, Hürriyet Cd. no 39, Gemli̇k","https://alpaslanemlak1981.sahibinden.com/",4.6,9
"Çatak Emlak","","Demirsubaşı, Mesudiye Sk. No:5, Gemli̇k","",5,12
"Öncü Yapı Gayrimenkul","0542 607 67 54","Hamidiye, Menekşe Sk. No:14A, Gemli̇k","","",""
"Uysallar İnşaat","(0224) 513 58 00","Dr. Ziya Kaya, Hürriyet Cd. No:25 D:B, Gemli̇k","",5,1
"VAROL EMLAK GAYRİMENKUL","0533 423 23 67","Hamidiye, İstiklal Cd. Gürle iş hanı Zemin kat No:13-14, Gemli̇k","http://varolemlakgemlik.sahibinden.com/",5,1
"Halil Emlak Ofisi","","Eşref Dinçer, Irmak Sk. No:33, Gemli̇k","https://halilgayrimenkulemlak.sahibinden.com/",4.1,7
"Ksm İnşaat & Emlak Ltd.Şt","","Hamidiye, Irmak Sk. No:48, Gemli̇k","",5,1
"ZİRVE GAYRİMENKUL DANIŞMANLIK","0534 236 41 54","Cihatlı Mahallesi 2. Cihatlı Caddesi No:35, Gemli̇k","","",""
"Serkan Emlak Gayrimenkul & Danışmanlık","","Demirsubaşı mh, Av.Ali Aksoy Sokak No:4/A, Gemli̇k","",2.5,2
"Stil Emlak","(0224) 513 38 98","Demirsubaşı, Semerciler Ykş. No:16, Gemli̇k","",3,1
"Gemlik Soylu Emlak & Insaat","(0224) 512 17 70","Osmaniye, Eski Pazar Cd. no:13 / a, Gemli̇k","",2,7
"R.S emlak danışmanlığı ve alım satım","","Eşref Dinçer, Eski Pazar Cd. No:80/c, Gemli̇k","",5,1
"Cevik Emlak","","20, Hamidiye, Irmak Sk., Gemli̇k","",4.1,10
"Manastır Emlak","(0224) 517 33 10","Cumhuriyet mahallesi hastane caddesi nehir sokak küçük sitesi, c blok no:4, Gemli̇k","",4.1,27
"Galeri 25","0531 255 23 82","Hamidiye, Orhangazi Cd. 167a, Gemli̇k","",5,1
"Onur Emlak","0532 521 79 73","Hamidiye, Papatya Sk. No:4A, Gemli̇k","https://onuremlakgemlik.sahibinden.com/",5,8
"ROTA EMLAK GAYRİMENKUL","0530 274 22 80","Eşref Dinçer, Eski Pazar Cd. 62 b, Gemli̇k","","",""
"Yurtlu Emlak","","Hamidiye, Kumsal Sk., Gemli̇k","",5,1
"Yiğit Emlak Gayrimenkul Danışmanlığı","0536 969 99 11","Demirsubaşı, Ahmet Dural Meydanı Akmanlar İş Hanı, Gemli̇k","",5,1
"Uzman Emlak Gayrimenkul Danışmanlığı","0555 661 03 36","Eşref Dinçer, Irmak Sk. No:101 D:1, Gemli̇k","https://uzman-emlak-real-estate-consultant.business.site/?utm_source=gmb&utm_medium=referral",5,2
"İdeal Gayrimenkul","0553 101 08 90","Dr. Ziya Kaya, Atatürk Cd. No:44/A, Gemli̇k","https://www.idealgm.com.tr/",4.4,7
"İsmail Şirin Gayrimenkul","","Demirsubaşı, Şht. Gökhan Aydınlı Sk. No:23, Gemli̇k","",5,3
"HAMZA AYGÜN GAYRİMENKUL YATIRIM YÖNETİMİ","(0224) 512 13 14","Cumhuriyet Mah . Gül Cad. No : 198 DD/Blok Bulvarpark Gemlik Manastır, Gemli̇k","http://www.hamzaaygun.com/",5,9
"KARAKOÇ GAYRİMENKUL & EMLAK","0542 698 16 21","Gazhane caddesi, Fırınlı Sk., Gemli̇k","",5,2
"ER Grup İnşaat & Gayrimenkul","0552 597 65 78","Hisar, Dal Sk. 26B, Gemli̇k","",4.9,99
"Merkez Emlak","0535 358 37 09","Balıkpazarı, 2 Nolu Caddesi, Gemli̇k","https://merkezemlakgemlik.sahibinden.com/","",""
"Kuzenler Gayrimenkul","","Demirsubaşı, Şht. Gökhan Aydınlı Sk. No:22, Gemli̇k","",5,7
"Kızılaltun İnşaat Satış Ofisi","0533 234 38 90","Eşref Dinçer, Taçsız Sokak 1/A, Gemli̇k","",3,2
"Dobruca Emlak Gayrimenkul Danışmanlığı","0544 330 05 72","Dr. Ziya Kaya, 2. Hürriyet Sokak D:7c, Gemli̇k","","",""
"Paşa Gayrimenkul","0532 784 40 50","Hamidiye, Gazhane Cd. No:20, Gemli̇k","https://pasagayrimenkulgemlik.sahibinden.com/",4.7,3
"Kaptan Emlak","","Mahallesi, Dr. Ziya Kaya, 1. Aralık Sk. No:5, Gemli̇k","",4,3
"Gemlak","","Demirsubaşı, Gemlik","",1,1
"Mete Emlak","","Hisar, Özdilek, Gemli̇k","https://meteemlak.sahibinden.com/",5,6
"BK Investment","0531 732 22 46","BUDO İskelesi Karşısı, Ömerbey Şehit K. Ahmet Sokak, PTT Arkası Akarsu Sitesi C.Blok,No :5A, Mudanya","https://bkyatirim.sahibinden.com/emlak?sorting=date_desc",5,44
"Bizim Emlak","0533 666 00 94","Güzelyalı Mudanya, Yalı mh, Atatürk Cd. 94/B","http://www.bizimemlakmudanya.sahibinden.com/",4.6,40
"GREY GAYRİMENKUL Mudanya Emlak","0531 942 31 13","Mütareke, Merdivenli Sk. No:65, Mudanya","http://greydesigngayrimenkul.com/",5,108
"GENCEBAY EMLAK","0538 561 94 97","BURGAZ MAHALLESİ, Güzelyalı Burgaz, Kazım Karabekir Cd. YURDEŞEN APT NO 19 DÜKKAN 4, Mudanya","http://mudanyadasahibindensatilikdaireler.com/",4.9,11
"Koçak Group İnşaat","(0224) 544 18 81","Ömerbey, Halitpaşa Cd. No:72/1, Mudanya","",5,1
"AKYOL GAYRİMENKUL Güzelyalı Yalı MAh. Gemi sokak Mudanya/ Bursa","0533 301 55 97","Güzelyalı Yalı, Gemi Sk. Gencal Ap D:5.c, Mudanya","",5,3
"Artı Değer Gayrimenkul & Mimarlık","0531 215 38 33","halitpaşa mah. yeni cad. gamze 3 apt, mudanya","",4.7,3
"Güleroğlu Emlak","0535 238 94 62","Eğitim Mahallesi, Atatürk Cd. No:2, Mudanya","https://gulerogluinsaatgayrimenkul.sahibinden.com/",2.3,3
"TÜRK EMLAK KONUT Gayrimenkul Danışmanlığı","0530 467 95 21","Hasanbey Mahallesi Selvilik Caddesi No:78, Hasanbey, Dikbayır Sk. No: 2 D:4, Mudanya","","",""
"Acar Emlak","0541 435 63 02","Güzelyalı Yalı, Fatih Cd. su apt c blok no 8/a, Mudanya","","",""
"Özcan Oto Emlak Ofisi","0542 232 17 17","A2/B Blok, No.114 Kamberoğlu Apt Atatürk Caddesi Yalı Mahallesi, Mudanya Blv.","","",""
"Anıl Emlak & Gayrimenkul","(0224) 554 21 10","Yalı Mah. Atatürk Cad. Kanberoğlu İnan Sitesi D Blok 108/B, Mudanya","https://anilgayrimenkul.sahibinden.com/",4.8,9
"Koçak Group Gayrimenkul","0533 773 18 81","Halitpaşa, Mustafa Kemal Paşa Cd. No:115, Mudanya","",5,2
"Güven-Al Emlak","(0224) 554 79 99","Burgaz Mah, Şht. Mehmet Cd. 3/5A A Blok, Mudanya","https://guvenalgayrimenkuloto.sahibinden.com/",2.8,5
"YERLİKAYA GAYRİMENKUL","0539 788 81 22","mahallesi Ersezenler Sitesi, Ömerbey, Bahçıvan Hasan Sk. no 1A, Mudanya","https://yerlikayagayrimenkul.sahibinden.com/",5,2
"Kuzey Emlak","(0224) 554 65 66","2/A Atatürk Cad. &, Güzelyalı Yalı, Şeker Sk., Mudanya","https://kuzeyemlakmudanya.sahibinden.com/",4.6,11
"Gençay Gayrimenkul","0538 888 19 99","Hasanbey, İpar Cd. No:46, Mudanya","http://www.gencaygayrimenkul.com/",4.1,31
"Atabeyoğlu Grup","(0224) 554 41 66","Burgaz Mah, Kazım Karabekir Cd. Esen Apt. No:15, Mudanya","",4.2,5
"Aydınpınar Emlak","0532 012 36 08","Ömerbey, Deniz Cd. No:42, Mudanya","","",""
"Semih Emlak","0535 972 70 09","Mütareke, Fevzi Paşa Cd. 13/A, Mudanya","",5,1
"TIRPAN GAYRİMENKUL İNŞAAT MUDANYA","0505 019 29 16","Ömerbey, 1. Şirin Sk. 40/C, Mudanya","http://www.tirpan.gayrimenkul.com/",4.3,11
"Aldatmaz Gayrimenkul Danışmanlığı","0532 290 16 93","Ömerbey, Deniz Cd. Özşen sit No:23/E-F, Mudanya","https://www.efirmalar.com.tr/firma/9856933-aldatmaz-gayrimenkul-mudanya-emlak-danismanlik-ofisleri",5,7
"imparator gayrimenkul&danışmanlık","0536 223 68 41","Mütareke, Sağlık Sk. no, Mudanya","",5,1
"KAPİTAL GAYRİMENKUL YATIRIM","0555 159 75 55","Halitpaşa, Yeni Cd. Gamze Apt No:15/C, Mudanya","",5,7
"Atalay emlak","0536 778 81 82","Ömerbey, Deniz Cd. 23 A, Mudanya","",5,4
"Emlak Limanı","","güzelyalı yalı mah atatürk cad aydın sit.no:19, Atatürk Cd., Mudanya","",2,3
"ÜLKER GAYRİMENKUL MUDANYA EMLAK","0533 935 25 09","Eğitim Mah, İstiklal Cd. 27B, Mudanya","http://www.ulkergayrimenkul.com/",5,11
"Tekin Emlak","(0224) 554 26 26","Ömerbey, Halitpaşa Cd. No:80 D:80, Mudanya","http://www.tekinyatirim.com/",5,1
"Bulvar Gayrimenkul","0536 593 24 65","Hasanbey, Selvilik Cd. kapı no - 54/A, Mudanya","",5,3
"ZENOLLİ GAYRİMENKUL YATIRIM DANIŞMANLIĞI","0533 471 68 25","Ömerbey, Deniz Cd. 23 A, Mudanya","",3,2
"İDENOVA GAYRİMENKUL MUDANYA","","Ömerbey, Bursa Asfaltı Cd. no:34 /a, Mudanya","",5,1
"Tuder Gayrimenkul Danışmanlık Ltd. Şti. - Mudanya Şube","0542 667 57 00","Güzelyalı Siteler, Bursa Asfaltı Cd No:184/B, Mudanya","http://www.bursatudergayrimenkul.com/",5,3
"Uçar İnşaat & Emlak Ofisi","0532 207 03 30","Güzelyalı Eğitim, Funda Sk. No:8/B, Mudanya","","",""
"EKA Gayrimenkul","0542 519 17 83","Eğitim mh, Sağlık Sk. No:5/A, Mudanya","http://www.ekaemlak.com/",5,31
"Kardeşler Emlak","","Güzelyalı Yalı, Mudanya","",5,1
"Gerçek Emlak","0533 214 70 82","Şükrüçavuş, M.Kemalpaşa Cad No:33, Mudanya","","",""
"Burak İnşaat Emlak","0532 620 96 97","Güzelyalı Yalı, Atatürk Cd. Uğur Ap 69a B Blok No: 71/A, Mudanya","","",""
"Adresse Emlak","0506 582 83 83","Ömerbey Mahallesi Şehit Küçük Ahmet Sok. No:17/A, Mudanya","",5,1
"VEGA GAYRİMENKUL DANIŞMANLIĞI","0553 267 77 83","dayıoğulları kardeşler apt, Güzelyalı Yalı, Atatürk Cad. no:96 A, Mudanya","http://vegagayrimenkul.sahibinden.com/",5,6
"alan emlak","0536 765 48 63","Hasanbey, Selvilik Cd. No:70 D:72B, Mudanya","",5,1
"Öztan Emlak","","Şükrüçavuş, Mudanya","https://oztanemlakgayrimenkul.sahibinden.com/",5,1
"Yilmaz Emlak","","Güzelyalı Yalı, Mudanya","",3,1
"Bc Group Gayrimenkul","(0224) 543 01 00","Eski Sokak, Yeni Mahalle, Bursa Asfaltı Cd. No:34/B, Mudanya","",5,2
"Olivium Gayrimenkul & Real Estate","0542 746 13 12","Halitpaşa, Şht. Ömer Halisdemir Cd Tansoy Apartmanı No6/A, Mudanya","",5,5
"Guzelyali Emlak","(0224) 554 32 82","Şükrüçavuş, Bursa Asfaltı Eroğlu Sitesi B Blok No:1, Mudanya","",4.4,15
"Satılık Hesaplı Emlak","0538 386 26 66","Mütareke, Hükümet Sk. 6A, Mudanya","",5,1
"Arsacı Emlak","","Güzelyalı Eğitim, Defne Cd No:6/A, Mudanya","",5,1
"İDENOVA GAYRİMENKUL MUDANYA","0505 160 11 60","Ömerbey, Özen Sk. No:6/A, Mudanya","",5,2
"Arsacı & Deniz Emlak","0535 964 60 60","Şükrüçavuş, Atatürk Cd. 18B, Mudanya","",5,1
"Damla Gayrimenkul","0533 711 89 74","Çayırbaşı Apartmanı, Güzelyalı mahallesi, Sandal Sk. no:6/B, Mudanya","",5,4
"Pınar Gayrimenkul Danışmanlığı","(0224) 544 58 35","Ömerbey, Halitpaşa Cd. No:236, Mudanya","",5,2
"İleri Emlak Ofisi","0532 783 33 15","Halitpaşa, Geniş Sk. No:11, Mudanya","","",""
"Gayrimenkul Dünyası","0535 659 93 95","Güzelyalı Yalı, Burgaz Cd 7 Sk 35. Sok No:2, Mudanya","http://gayrimenkuldunyasibursa.sahibinden.com/",5,4
"Myrleia Istanbul Satiş Ofisi","","Güzelyalı Yalı, Mudanya","",4.7,3
"Elibol Gayrimenkul Danışmanlığı","0543 761 57 13","Halitpaşa, Mudanya Merkez 1 Nolu So, Mudanya","",5,2
"ÇEPNİ EMLAK","0552 719 82 41","Hasanbey, Şht. Osman Sk. NO:10 D:12A, Mudanya","",5,1
"ÖZTARLACI GAYRİMENKUL YATIRIM DANIŞMANLIK","(0224) 613 61 68","Güzelyalı Yalı, Sandal Sk. No:7, Mudanya","","",""
"Cafer gayrimenkul danışmanlığı","0532 651 76 63","Şükrüçavuş, Harmanlar Sk., Mudanya","",4.8,6
"Nil Gayrimenkul","0532 267 88 68","NİL GAYRİMENKUL, Halitpaşa, Münir Paşa Sk., Mudanya","https://nilgayrimenkulmudanya.sahibinden.com/",5,3
"Zeki Maz Gayrimenkul & Emlak","0532 589 83 60","Ömerbey, Özen Sk. No:6, Mudanya","","",""
"Karacabey Mutlu Emlak","0533 720 08 26","Mutlu Emlak, Sırabademler, 14 Eylül Cd. No:77, Karacabey","",4.7,3
"Çalı Emlak","0530 338 54 74","Tavşanlı, Şht. Kemal Köse Sk. Süzer Apartmanı D:10/B, Karacabey","",5,20
"Dear Auto Emlak","0505 333 10 02","Selimiye, İmaret Cd. No:59/61, Karacabey","",5,1
"ANLI YAPI GAYRİMENKUL","0538 811 70 00","Gazi, 143. Sk. No:57, Karacabey","",4.3,6
"Ka Yapı İnşaat Emlak","0531 652 01 04","Gazi, 147. Sk. No:33, Karacabey","",5,2
"EMİR EMLAK","0538 811 70 00","Gazi, Ortaokul Cd. No:45 D:B, Karacabey","",3.7,7
"Onur Kondur Gayrimenkul danışmanlık","0555 496 07 36","Drama, 119. Sk. no:28/B, Karacabey","",5,3
"Zirve Emlak","0532 468 22 30","Selimiye, Yeniköy Cd. No :90, Karacabey","",5,3
"Dostlar Emlak Gayrimenkul","0534 979 70 80","Sırabademler, 143. Sk. 41-35, Karacabey","",5,1
"Ak Emlak","0532 551 74 80","Runguşpaşa, Atatürk Blv. No:39 D:B, Karacabey","",3,4
"Hisar Gayrimenkul Karacabey","0535 354 96 18","Runguşpaşa, 75. Sk. No: 10/A, Karacabey","",5,2
"Bahar Duman Emlak Ofisi Karacabey","0533 092 12 52","Runguşpaşa, Runguçpasa cad no:38/1, Karacabey","","",""
"Melak Melak","","Drama, Karacabey","",5,1
"Metrekare Gayrimenkul","0533 307 25 88","Sırabademler, Hakan Sepetçi Sk. No: 6 A, Karacabey","","",""
"ADR EMLAK DANIŞMANLIĞI","","Sırabademler, rungunçpaşa cad yeni vergi dairesi karşısı - tapu müdürlüğü yanı no:149/1, Karacabey","","",""
"Serez Emlak","(0224) 676 16 99","Tavşanlı, Bandırma Cd. 26/E, Karacabey","https://karacabeyserezemlak.sahibinden.com/",4.8,8
"Yildiz Emlak","","Karacaahmet, 143. Sk. No:30, Karacabey","",5,1
"KARACABEY TAPU EMLAK","0538 683 56 99","Bayıraltı Tarlaları Sırabademler mahallesi, Karacabey Bursa","",5,3
"Oğuz Emlak ve Gayrimenkul Danışmanlığı","","Tavşanlı, Şht. Kemal Köse Sk. No:19 D:13, Karacabey","","",""
"Laçin Gayrimenkul","","Sırabademler mh. Runguçpaşa cd. no: 153, D:155B, Karacabey","https://lacingayrimenkul.sahibinden.com/",5,7
"KARADENİZ OTO EMLAK","0535 245 20 52","BURSA,KARACABEY,GAZİ MAHALLESİ,147 SOKAK,NO 35, KARACABEY","http://www.facebook.com/senel.guzel.96",4,3
"Güner Emlak Danişmanliği Aracilik Hizmetleri","","Tavşanlı, Bandırma Cd. No:37, Karacabey","",3,2
"Gider Emlak","","Runguşpaşa, Panayır Cd. No:5, Karacabey","http://www.bursagideremlak.com/iletisim",4,2
"Karacabey Tapu Emlak Fabrika Ve Tarım Arazileri","0532 481 97 33","Cumhuriyet Alanı Karacabey/bursa İş: (0224) 677 01 90 – (0532) 481 97 33, 16700","",4.5,2
"Köşe Emlak","0541 789 47 89","Sırabademler, Şht. Kemal Köse Sk. no 31 D:31 /1, Karacabey","","",""
"Erbir Emlak","(0224) 676 27 17","Drama, 125. Sk., Karacabey","",4,2
"Karacabey Tapu Emlak","0532 481 97 33","Sırabademler, Runguçpaşa Caddesi No: 153-155, Karacabey","",4,4
"HALİS EMLAK","0507 252 31 99","Garipçe, Karacabey","",2.3,3
"Türe Emlak","0532 160 68 91","Tabaklar, Dr. Rüştü Özüt Cd. No:6, Karacabey","","",""
"Dündar Emlak","(0224) 662 29 56","Runguşpaşa, Panayır Cd. 26 B, Karacabey","","",""
"Tarik Ayhan Inşaat","","Selimiye, İmaret Cd. No:18, Karacabey","",5,2
"Gün İnşaat Müteahhitlik","","Tabaklar, Atatürk Blv. 1 A, Karacabey","",5,1
"Aydemi̇r Emlak Tapu Taki̇p","","Karacaahmet, Karacabey","","",""
"Güven Türkİye Karacabey","","Sırabademler, Şht. Kemal Köse Sk. No:39, Karacabey","",5,1
